Model,Cited Reference Count,"Times Cited, All Databases",Publication Year
AlexNet,28,5,2021
AlexNet,64,5,2021
AlexNet,41,3,2021
AlexNet,50,2,2021
AlexNet,84,2,2021
AlexNet,45,4,2022
AlexNet,49,4,2021
AlexNet,52,1,2021
AlexNet,35,3,2021
AlexNet,50,4,2022
AlexNet,67,3,2021
AlexNet,56,2,2021
AlexNet,26,0,2022
AlexNet,48,0,2021
AlexNet,24,3,2021
AlexNet,36,2,2021
AlexNet,46,0,2021
AlexNet,81,8,2022
AlexNet,39,18,2021
AlexNet,45,3,2021
AlexNet,72,8,2021
AlexNet,56,9,2021
AlexNet,11,0,2021
AlexNet,57,6,2021
AlexNet,31,0,2021
AlexNet,65,0,2021
AlexNet,60,3,2021
AlexNet,35,10,2021
AlexNet,38,42,2021
AlexNet,17,0,2021
AlexNet,30,4,2021
AlexNet,25,2,2021
AlexNet,31,6,2021
AlexNet,61,0,2021
AlexNet,20,7,2021
AlexNet,48,15,2021
AlexNet,22,0,2021
AlexNet,28,2,2021
AlexNet,56,6,2021
AlexNet,19,0,2021
AlexNet,42,24,2021
AlexNet,36,2,2021
AlexNet,30,0,2021
AlexNet,34,111,2021
AlexNet,59,2,2021
AlexNet,36,1,2021
AlexNet,36,3,2021
AlexNet,26,0,2021
AlexNet,48,3,2021
AlexNet,45,1,2021
AlexNet,50,4,2022
AlexNet,42,3,2022
AlexNet,38,2,2021
AlexNet,63,5,2021
AlexNet,51,0,2021
AlexNet,44,0,2022
AlexNet,36,5,2021
AlexNet,31,0,2022
AlexNet,27,1,2021
AlexNet,24,1,2021
AlexNet,22,3,2021
AlexNet,30,1,2021
AlexNet,29,2,2021
AlexNet,43,1,2021
AlexNet,42,5,2021
AlexNet,39,1,2021
AlexNet,57,2,2021
AlexNet,37,1,2021
AlexNet,30,1,2021
AlexNet,74,2,2021
AlexNet,50,2,2021
AlexNet,58,3,2021
AlexNet,53,6,2021
AlexNet,32,0,2021
AlexNet,21,2,2021
AlexNet,36,1,2021
AlexNet,59,8,2021
AlexNet,22,2,2021
AlexNet,34,1,2021
AlexNet,40,7,2021
AlexNet,55,11,2021
AlexNet,27,1,2021
AlexNet,37,4,2021
AlexNet,54,0,2021
AlexNet,28,1,2021
AlexNet,53,7,2021
AlexNet,52,32,2021
AlexNet,47,2,2021
AlexNet,33,1,2022
AlexNet,26,0,2021
AlexNet,26,1,2021
AlexNet,66,1,2022
AlexNet,36,2,2021
AlexNet,22,0,2022
AlexNet,29,2,2022
AlexNet,39,1,2021
AlexNet,40,2,2021
AlexNet,59,4,2022
AlexNet,21,0,2021
AlexNet,38,9,2021
AlexNet,52,0,2021
AlexNet,190,4,2022
AlexNet,29,0,2022
AlexNet,35,0,2021
AlexNet,20,0,2022
AlexNet,25,0,2021
AlexNet,28,0,2021
AlexNet,33,5,2021
AlexNet,16,0,2021
AlexNet,26,2,2021
AlexNet,71,3,2021
AlexNet,49,7,2021
AlexNet,50,1,2021
AlexNet,54,6,2021
AlexNet,37,1,2021
AlexNet,45,0,2021
AlexNet,65,0,2021
AlexNet,29,2,2021
AlexNet,21,0,2021
AlexNet,22,8,2021
AlexNet,42,2,2021
AlexNet,29,0,2021
AlexNet,31,0,2021
AlexNet,28,3,2021
AlexNet,58,5,2021
AlexNet,38,2,2022
AlexNet,52,0,2022
AlexNet,20,2,2021
AlexNet,31,2,2021
AlexNet,34,1,2022
AlexNet,25,2,2021
AlexNet,33,2,2022
AlexNet,35,0,2021
AlexNet,41,2,2022
AlexNet,44,0,2022
AlexNet,56,9,2022
AlexNet,41,1,2022
AlexNet,44,0,2021
AlexNet,75,0,2021
AlexNet,36,2,2021
AlexNet,42,9,2022
AlexNet,28,1,2021
AlexNet,80,0,2021
AlexNet,79,1,2021
AlexNet,35,1,2021
AlexNet,35,0,2021
AlexNet,30,0,2021
AlexNet,43,1,2021
AlexNet,22,0,2021
AlexNet,24,0,2021
AlexNet,30,0,2021
AlexNet,52,1,2021
AlexNet,68,2,2021
AlexNet,46,2,2021
AlexNet,36,2,2022
AlexNet,50,1,2021
AlexNet,48,3,2021
AlexNet,21,2,2022
AlexNet,57,11,2022
AlexNet,58,6,2022
AlexNet,50,4,2022
AlexNet,34,2,2021
AlexNet,79,2,2021
AlexNet,57,10,2022
AlexNet,39,2,2021
AlexNet,42,3,2022
AlexNet,61,3,2022
AlexNet,69,3,2022
AlexNet,33,1,2021
AlexNet,38,2,2021
AlexNet,23,3,2022
AlexNet,44,0,2022
AlexNet,27,1,2021
AlexNet,33,5,2021
AlexNet,49,3,2022
AlexNet,43,0,2021
AlexNet,21,0,2022
AlexNet,29,4,2021
AlexNet,52,3,2022
AlexNet,62,3,2021
AlexNet,33,4,2022
AlexNet,23,1,2021
AlexNet,34,12,2021
AlexNet,33,3,2021
AlexNet,46,3,2021
AlexNet,44,63,2022
AlexNet,55,0,2022
AlexNet,30,0,2021
AlexNet,23,1,2021
AlexNet,53,2,2021
AlexNet,36,0,2021
AlexNet,25,0,2021
AlexNet,40,5,2021
AlexNet,49,1,2021
AlexNet,59,1,2021
AlexNet,87,12,2021
AlexNet,68,25,2021
AlexNet,58,7,2021
AlexNet,20,0,2021
AlexNet,38,12,2021
AlexNet,55,1,2022
AlexNet,24,0,2021
AlexNet,35,4,2021
AlexNet,30,4,2021
AlexNet,58,7,2021
AlexNet,41,0,2021
AlexNet,13,0,2021
AlexNet,20,3,2021
AlexNet,33,2,2022
AlexNet,55,2,2022
AlexNet,28,2,2021
AlexNet,25,2,2021
AlexNet,39,2,2021
AlexNet,31,0,2021
AlexNet,24,0,2022
AlexNet,30,2,2021
AlexNet,29,6,2021
AlexNet,29,23,2022
AlexNet,54,1,2021
AlexNet,64,1,2022
AlexNet,43,1,2022
AlexNet,30,2,2022
AlexNet,136,3,2022
AlexNet,99,3,2022
AlexNet,27,2,2021
AlexNet,44,2,2021
AlexNet,14,0,2021
AlexNet,52,9,2021
AlexNet,22,1,2021
AlexNet,40,1,2021
AlexNet,21,0,2021
AlexNet,58,2,2021
AlexNet,62,1,2021
AlexNet,52,2,2021
AlexNet,44,0,2021
AlexNet,36,6,2021
AlexNet,32,2,2021
AlexNet,37,0,2021
AlexNet,25,2,2021
AlexNet,17,2,2021
AlexNet,41,2,2021
AlexNet,35,7,2021
AlexNet,47,0,2021
AlexNet,44,0,2021
AlexNet,45,1,2021
AlexNet,53,1,2021
AlexNet,44,2,2021
AlexNet,46,0,2022
AlexNet,24,0,2022
AlexNet,30,2,2021
AlexNet,40,4,2022
AlexNet,71,0,2022
AlexNet,13,0,2021
AlexNet,42,1,2021
AlexNet,46,0,2022
AlexNet,65,9,2022
AlexNet,35,4,2022
AlexNet,20,0,2021
AlexNet,52,3,2021
AlexNet,54,4,2022
AlexNet,26,6,2021
AlexNet,37,4,2022
AlexNet,27,0,2021
AlexNet,58,4,2022
AlexNet,16,0,2022
AlexNet,18,0,2022
AlexNet,30,0,2022
AlexNet,15,0,2022
AlexNet,25,0,2022
AlexNet,20,0,2022
AlexNet,24,0,2022
AlexNet,37,0,2022
AlexNet,18,0,2022
AlexNet,33,0,2022
AlexNet,37,0,2022
AlexNet,18,0,2022
AlexNet,10,0,2022
AlexNet,30,0,2022
AlexNet,32,0,2022
AlexNet,19,0,2022
AlexNet,19,1,2022
AlexNet,12,0,2022
AlexNet,35,0,2022
AlexNet,17,0,2022
AlexNet,37,0,2022
AlexNet,64,0,2022
AlexNet,19,0,2022
AlexNet,62,0,2022
AlexNet,76,0,2022
AlexNet,31,0,2022
AlexNet,14,0,2022
AlexNet,24,0,2022
AlexNet,46,0,2022
AlexNet,53,0,2022
AlexNet,52,0,2022
AlexNet,22,0,2022
AlexNet,57,0,2022
AlexNet,26,0,2022
AlexNet,37,0,2022
AlexNet,40,0,2022
AlexNet,27,0,2022
AlexNet,86,0,2022
AlexNet,18,0,2022
AlexNet,27,0,2022
AlexNet,22,0,2022
AlexNet,29,0,2022
AlexNet,17,0,2022
AlexNet,15,0,2022
AlexNet,30,0,2022
AlexNet,49,0,2022
AlexNet,208,0,2022
AlexNet,31,0,2022
AlexNet,44,0,2022
AlexNet,32,5,2022
AlexNet,8,0,2022
AlexNet,18,0,2022
AlexNet,44,0,2022
AlexNet,47,0,2022
AlexNet,39,0,2022
AlexNet,18,0,2022
AlexNet,28,0,2022
AlexNet,19,0,2022
AlexNet,32,0,2022
AlexNet,35,0,2022
AlexNet,262,7,2022
AlexNet,14,0,2022
AlexNet,27,0,2022
AlexNet,23,0,2022
AlexNet,52,0,2022
AlexNet,21,1,2022
AlexNet,34,0,2022
AlexNet,47,0,2022
AlexNet,14,0,2022
AlexNet,14,2,2022
AlexNet,47,0,2022
AlexNet,25,0,2022
AlexNet,33,0,2022
AlexNet,40,0,2022
AlexNet,14,0,2022
AlexNet,15,0,2022
AlexNet,30,0,2022
AlexNet,24,0,2022
AlexNet,14,0,2022
AlexNet,44,0,2022
AlexNet,27,1,2022
AlexNet,24,1,2022
AlexNet,29,0,2022
AlexNet,97,0,2022
AlexNet,46,0,2022
AlexNet,33,2,2022
AlexNet,38,0,2022
AlexNet,35,5,2022
AlexNet,38,3,2022
AlexNet,40,2,2022
AlexNet,23,0,2022
AlexNet,30,0,2022
AlexNet,42,1,2022
AlexNet,55,5,2022
AlexNet,41,0,2022
AlexNet,48,2,2022
AlexNet,48,0,2022
AlexNet,23,0,2022
AlexNet,36,0,2022
AlexNet,27,5,2022
AlexNet,70,2,2022
AlexNet,58,2,2022
AlexNet,36,5,2022
AlexNet,41,2,2022
AlexNet,79,1,2022
AlexNet,44,6,2022
AlexNet,65,0,2022
AlexNet,38,1,2022
AlexNet,17,0,2022
AlexNet,29,3,2022
AlexNet,58,0,2022
AlexNet,31,0,2022
AlexNet,55,1,2022
AlexNet,57,0,2022
AlexNet,29,2,2022
AlexNet,25,1,2022
AlexNet,33,7,2022
AlexNet,26,0,2022
AlexNet,66,1,2022
AlexNet,45,4,2022
AlexNet,23,3,2022
AlexNet,61,1,2022
AlexNet,6,0,2022
AlexNet,24,2,2022
AlexNet,42,1,2022
AlexNet,31,7,2022
AlexNet,25,3,2022
AlexNet,50,2,2022
AlexNet,36,2,2022
AlexNet,40,1,2022
AlexNet,29,4,2022
AlexNet,61,1,2022
AlexNet,61,0,2022
AlexNet,15,0,2022
AlexNet,50,1,2022
AlexNet,44,0,2022
AlexNet,68,0,2022
AlexNet,56,0,2022
AlexNet,16,0,2022
AlexNet,39,1,2022
AlexNet,44,0,2022
AlexNet,23,0,2022
AlexNet,27,1,2022
AlexNet,32,0,2022
AlexNet,26,2,2022
AlexNet,37,0,2022
AlexNet,35,0,2022
AlexNet,54,2,2022
AlexNet,80,2,2022
AlexNet,29,0,2022
AlexNet,38,0,2022
AlexNet,18,1,2022
AlexNet,25,0,2022
AlexNet,41,2,2022
AlexNet,37,1,2022
AlexNet,39,2,2022
AlexNet,46,0,2022
AlexNet,99,1,2022
AlexNet,42,0,2022
AlexNet,30,0,2022
AlexNet,52,0,2022
AlexNet,50,0,2022
AlexNet,36,2,2022
AlexNet,68,0,2022
AlexNet,27,0,2022
AlexNet,28,0,2022
AlexNet,25,2,2022
AlexNet,49,0,2022
AlexNet,24,0,2022
AlexNet,48,1,2022
AlexNet,35,1,2022
AlexNet,35,4,2022
AlexNet,25,1,2022
AlexNet,46,6,2022
AlexNet,65,5,2022
AlexNet,27,1,2022
AlexNet,47,4,2022
AlexNet,37,6,2022
AlexNet,21,0,2022
AlexNet,22,0,2022
AlexNet,28,0,2022
AlexNet,43,2,2022
AlexNet,21,0,2022
AlexNet,33,0,2022
AlexNet,25,0,2022
AlexNet,66,2,2022
AlexNet,28,0,2022
AlexNet,43,0,2022
AlexNet,57,0,2022
AlexNet,50,0,2022
AlexNet,47,0,2022
AlexNet,38,3,2022
AlexNet,44,2,2022
AlexNet,29,0,2022
AlexNet,37,4,2022
AlexNet,61,4,2022
AlexNet,59,0,2022
AlexNet,19,2,2022
AlexNet,36,0,2022
AlexNet,49,0,2022
AlexNet,73,2,2022
AlexNet,31,1,2022
AlexNet,10,0,2022
AlexNet,24,0,2022
AlexNet,16,0,2022
AlexNet,25,1,2022
AlexNet,34,0,2022
AlexNet,29,0,2022
AlexNet,61,1,2022
AlexNet,56,1,2022
AlexNet,42,1,2022
AlexNet,41,1,2022
AlexNet,42,1,2022
AlexNet,30,0,2022
AlexNet,29,5,2022
AlexNet,31,7,2022
AlexNet,28,13,2022
AlexNet,14,0,2022
AlexNet,40,2,2022
AlexNet,40,0,2022
AlexNet,31,1,2022
AlexNet,43,1,2022
AlexNet,40,0,2022
AlexNet,24,2,2022
AlexNet,26,1,2022
AlexNet,64,15,2022
AlexNet,36,0,2022
AlexNet,51,1,2022
AlexNet,45,4,2022
AlexNet,21,2,2022
AlexNet,55,0,2022
AlexNet,27,11,2022
AlexNet,28,1,2022
AlexNet,60,0,2022
AlexNet,34,0,2022
AlexNet,27,1,2022
AlexNet,27,0,2022
AlexNet,27,1,2022
AlexNet,21,0,2022
AlexNet,33,0,2022
AlexNet,50,1,2022
AlexNet,36,0,2022
AlexNet,30,1,2022
AlexNet,44,2,2022
AlexNet,47,1,2022
AlexNet,93,1,2022
AlexNet,29,0,2022
AlexNet,32,2,2022
AlexNet,14,0,2022
AlexNet,53,3,2022
AlexNet,32,0,2022
AlexNet,24,0,2022
AlexNet,28,0,2022
AlexNet,25,2,2022
AlexNet,87,0,2022
AlexNet,40,35,2022
AlexNet,70,3,2022
AlexNet,50,1,2022
AlexNet,43,0,2022
AlexNet,56,0,2022
AlexNet,25,1,2022
AlexNet,37,1,2022
AlexNet,31,0,2022
AlexNet,70,0,2022
AlexNet,45,0,2022
AlexNet,62,35,2022
AlexNet,35,7,2022
AlexNet,41,1,2022
AlexNet,31,0,2022
AlexNet,40,0,2022
AlexNet,76,0,2022
AlexNet,73,2,2022
AlexNet,44,2,2022
AlexNet,73,0,2022
AlexNet,50,5,2022
AlexNet,17,0,2022
AlexNet,64,14,2022
AlexNet,22,0,2022
AlexNet,23,0,2022
AlexNet,43,7,2022
AlexNet,40,1,2022
AlexNet,57,3,2022
AlexNet,34,1,2022
AlexNet,35,0,2022
AlexNet,96,2,2022
AlexNet,45,3,2022
AlexNet,47,1,2022
AlexNet,32,0,2022
AlexNet,41,0,2022
AlexNet,11,0,2022
AlexNet,40,0,2022
AlexNet,55,0,2022
AlexNet,44,1,2022
AlexNet,62,1,2022
AlexNet,17,1,2022
AlexNet,86,0,2022
AlexNet,35,0,2022
AlexNet,42,0,2022
AlexNet,21,0,2022
AlexNet,38,0,2022
AlexNet,63,0,2022
AlexNet,22,1,2022
AlexNet,39,0,2022
AlexNet,58,0,2022
AlexNet,59,0,2022
AlexNet,31,0,2022
AlexNet,62,2,2022
AlexNet,48,1,2022
AlexNet,33,0,2022
AlexNet,61,0,2022
AlexNet,35,0,2022
AlexNet,36,0,2022
AlexNet,33,0,2022
AlexNet,32,0,2022
AlexNet,43,0,2022
AlexNet,8,0,2022
AlexNet,15,0,2022
AlexNet,13,1,2022
AlexNet,34,0,2022
AlexNet,24,0,2022
AlexNet,23,0,2022
AlexNet,42,0,2022
AlexNet,24,0,2022
AlexNet,68,1,2022
AlexNet,26,0,2022
AlexNet,33,1,2022
AlexNet,40,0,2022
AlexNet,34,0,2022
AlexNet,46,7,2022
AlexNet,34,1,2022
AlexNet,36,1,2022
AlexNet,34,0,2022
AlexNet,36,1,2022
AlexNet,46,2,2022
AlexNet,38,7,2022
AlexNet,40,1,2022
AlexNet,93,1,2022
AlexNet,43,3,2022
AlexNet,56,1,2022
AlexNet,61,0,2022
AlexNet,64,0,2022
AlexNet,33,0,2022
AlexNet,14,1,2022
AlexNet,23,0,2022
AlexNet,30,1,2022
AlexNet,39,0,2022
AlexNet,49,0,2022
AlexNet,42,0,2022
AlexNet,29,0,2022
AlexNet,47,1,2022
AlexNet,35,0,2022
AlexNet,31,0,2022
AlexNet,49,6,2022
AlexNet,25,0,2022
AlexNet,33,0,2022
AlexNet,69,0,2022
AlexNet,32,1,2022
AlexNet,46,0,2022
AlexNet,32,0,2022
AlexNet,65,0,2022
AlexNet,18,0,2022
AlexNet,38,0,2022
AlexNet,39,5,2022
AlexNet,28,0,2022
AlexNet,19,0,2022
AlexNet,47,0,2022
AlexNet,55,0,2022
AlexNet,53,0,2022
AlexNet,27,2,2022
AlexNet,40,0,2022
AlexNet,44,0,2022
AlexNet,50,0,2022
AlexNet,70,3,2022
AlexNet,32,1,2022
AlexNet,45,1,2022
AlexNet,59,0,2022
AlexNet,46,3,2022
AlexNet,41,0,2022
AlexNet,32,0,2022
AlexNet,40,1,2022
AlexNet,42,0,2022
AlexNet,64,0,2022
AlexNet,49,2,2022
AlexNet,44,3,2022
AlexNet,37,1,2022
AlexNet,59,0,2022
AlexNet,38,0,2022
AlexNet,40,0,2022
AlexNet,40,3,2022
AlexNet,55,0,2022
AlexNet,148,0,2022
AlexNet,43,2,2022
AlexNet,15,0,2022
AlexNet,26,0,2022
AlexNet,29,0,2022
AlexNet,40,0,2022
AlexNet,58,6,2022
AlexNet,20,0,2022
AlexNet,37,1,2022
AlexNet,40,0,2022
AlexNet,70,0,2022
AlexNet,26,0,2022
AlexNet,47,1,2022
AlexNet,40,1,2022
AlexNet,26,0,2022
AlexNet,41,0,2022
AlexNet,45,0,2022
AlexNet,27,0,2022
AlexNet,61,2,2022
AlexNet,37,2,2022
AlexNet,32,3,2022
AlexNet,45,0,2022
AlexNet,48,0,2022
AlexNet,34,3,2022
AlexNet,67,0,2022
AlexNet,25,0,2022
AlexNet,30,3,2022
AlexNet,53,0,2022
AlexNet,32,0,2022
AlexNet,26,0,2022
AlexNet,29,0,2022
AlexNet,47,0,2022
AlexNet,79,0,2022
AlexNet,67,0,2022
AlexNet,34,0,2022
AlexNet,48,0,2022
AlexNet,28,0,2022
AlexNet,42,0,2022
AlexNet,75,0,2022
AlexNet,39,0,2022
AlexNet,49,1,2022
AlexNet,27,0,2022
AlexNet,31,0,2022
AlexNet,20,0,2022
AlexNet,47,3,2022
AlexNet,21,0,2022
AlexNet,39,0,2022
AlexNet,41,0,2022
AlexNet,48,0,2022
AlexNet,30,0,2022
AlexNet,38,0,2022
AlexNet,47,0,2022
AlexNet,31,0,2022
AlexNet,25,0,2022
AlexNet,88,1,2022
AlexNet,47,2,2022
AlexNet,35,0,2022
AlexNet,63,0,2022
AlexNet,74,0,2022
AlexNet,39,0,2022
AlexNet,44,1,2022
AlexNet,53,0,2022
AlexNet,36,1,2022
AlexNet,24,0,2022
AlexNet,43,0,2022
AlexNet,37,0,2022
AlexNet,59,0,2022
AlexNet,32,0,2022
AlexNet,45,0,2022
AlexNet,15,0,2022
AlexNet,55,0,2022
AlexNet,22,0,2022
AlexNet,21,0,2022
AlexNet,37,0,2022
AlexNet,58,0,2022
AlexNet,18,0,2022
AlexNet,31,0,2022
AlexNet,38,0,2022
AlexNet,34,0,2022
AlexNet,40,0,2022
AlexNet,30,0,2022
AlexNet,35,0,2022
AlexNet,16,0,2022
AlexNet,35,0,2022
AlexNet,36,0,2022
AlexNet,47,0,2022
AlexNet,51,1,2022
AlexNet,54,0,2022
AlexNet,30,0,2022
AlexNet,51,0,2022
AlexNet,49,0,2022
AlexNet,55,0,2022
AlexNet,52,0,2022
AlexNet,39,1,2022
AlexNet,41,0,2022
AlexNet,38,0,2022
AlexNet,58,0,2022
AlexNet,37,0,2022
AlexNet,58,2,2022
AlexNet,35,0,2022
AlexNet,90,4,2022
AlexNet,54,0,2022
AlexNet,27,0,2022
AlexNet,55,0,2022
AlexNet,74,1,2022
AlexNet,31,0,2022
AlexNet,29,1,2022
AlexNet,55,0,2022
AlexNet,39,0,2022
AlexNet,41,6,2022
AlexNet,37,0,2022
AlexNet,57,0,2022
AlexNet,39,0,2022
AlexNet,33,0,2022
AlexNet,47,2,2022
AlexNet,53,1,2022
AlexNet,40,0,2022
AlexNet,75,0,2022
AlexNet,43,0,2022
AlexNet,52,0,2022
AlexNet,40,0,2022
AlexNet,76,0,2022
AlexNet,18,0,2023
AlexNet,82,0,2023
AlexNet,40,0,2023
AlexNet,33,0,2023
AlexNet,19,1,2023
VGG,22,0,2021
VGG,8,16,2019
VGG,13,3,2020
VGG,39,0,2021
VGG,24,9,2020
VGG,22,1,2021
VGG,11,1,2019
VGG,22,0,2021
VGG,20,1,2017
VGG,32,7,2017
VGG,25,9,2020
VGG,7,0,2021
VGG,30,15,2020
VGG,29,0,2021
VGG,24,6,2022
VGG,12,0,2020
VGG,22,2,2020
VGG,17,2,2019
VGG,17,0,2020
VGG,19,1,2019
VGG,31,1,2020
VGG,16,35,2019
VGG,24,1,2020
VGG,39,3,2021
VGG,25,38,2019
VGG,34,0,2022
VGG,18,0,2022
VGG,39,0,2022
VGG,36,2,2020
VGG,26,0,2021
VGG,22,2,2019
VGG,19,1,2022
VGG,9,0,2021
VGG,24,10,2018
VGG,17,0,2021
VGG,36,1,2019
VGG,33,1,2021
VGG,39,7,2021
VGG,7,1,2020
VGG,20,0,2022
VGG,33,3,2021
VGG,27,1,2021
VGG,27,0,2022
VGG,16,2,2022
VGG,32,0,2021
VGG,20,1,2021
VGG,59,0,2022
VGG,25,15,2018
VGG,15,27,2018
VGG,51,22,2021
VGG,63,0,2022
VGG,39,6,2021
VGG,50,3,2020
VGG,21,47,2018
VGG,32,9,2021
VGG,14,0,2021
VGG,28,12,2021
VGG,22,0,2022
VGG,61,0,2022
VGG,30,12,2020
VGG,14,5,2018
VGG,45,2,2021
VGG,42,79,2021
VGG,25,13,2019
VGG,15,1,2021
VGG,22,1,2021
VGG,21,5,2021
VGG,12,7,2020
VGG,23,0,2021
VGG,64,0,2022
VGG,22,9,2021
VGG,32,13,2021
VGG,27,234,2019
VGG,11,20,2019
VGG,19,13,2019
VGG,33,0,2022
VGG,30,1,2022
VGG,49,0,2022
VGG,31,9,2021
VGG,36,11,2020
VGG,51,49,2018
VGG,22,0,2021
VGG,43,0,2021
VGG,45,17,2021
VGG,212,0,2022
VGG,37,0,2018
VGG,33,0,2021
VGG,22,9,2021
VGG,47,130,2019
VGG,50,0,2021
VGG,10,13,2020
VGG,33,7,2020
VGG,22,2,2020
VGG,48,59,2021
VGG,22,56,2019
VGG,24,1,2021
VGG,21,10,2020
VGG,35,8,2021
VGG,32,0,2019
VGG,16,6,2020
VGG,34,8,1998
VGG,47,54,2018
VGG,40,0,2022
VGG,63,44,2021
VGG,21,0,2021
VGG,50,6,2021
VGG,27,6,2020
VGG,44,0,2022
VGG,24,3,2020
VGG,44,0,2022
VGG,42,1,2022
VGG,69,1,2021
VGG,31,3,2022
VGG,12,0,2022
VGG,15,9,2019
VGG,34,3,2022
VGG,12,1,2021
VGG,14,1,2019
VGG,52,1,2022
VGG,22,3,2020
VGG,25,19,2019
VGG,33,0,2022
VGG,34,0,2021
VGG,29,3,2021
VGG,19,0,2021
VGG,21,0,2022
VGG,22,7,2018
VGG,12,1,2018
VGG,34,2,2021
VGG,50,4,2021
VGG,40,0,2022
VGG,34,0,2019
VGG,39,4,2019
VGG,21,0,2022
VGG,36,3,2022
VGG,32,3,2021
VGG,21,0,2022
VGG,11,0,2020
VGG,15,0,2020
VGG,37,1,2021
VGG,25,0,2019
VGG,20,1,2019
VGG,19,1,2020
VGG,21,5,2020
VGG,28,0,2022
VGG,18,4,2018
VGG,11,0,2021
VGG,17,0,2021
VGG,34,5,2020
VGG,13,0,2021
VGG,16,0,2021
VGG,7,1,2021
VGG,37,0,2022
VGG,30,29,2018
VGG,14,3,2020
VGG,14,26,2018
VGG,18,7,2021
VGG,21,0,2022
VGG,39,0,2022
VGG,57,1,2021
VGG,37,1,2021
VGG,8,0,2020
VGG,21,1,2019
VGG,19,1,2018
VGG,21,2,2020
VGG,52,0,2022
VGG,40,1,2022
VGG,20,0,2017
VGG,58,3,2021
VGG,56,3,2022
VGG,33,1,2021
VGG,19,13,2020
VGG,16,1,2018
VGG,32,25,2020
VGG,20,1,2020
VGG,13,3,2021
VGG,37,1,2021
VGG,18,2,2020
VGG,26,0,2021
VGG,23,0,2022
VGG,43,0,2022
VGG,25,1,2021
VGG,156,1,2022
VGG,32,3,2020
VGG,40,0,2021
VGG,44,0,2021
VGG,30,9,2020
VGG,27,43,2020
VGG,23,0,2022
VGG,24,28,2021
VGG,6,0,2022
VGG,19,15,2017
VGG,73,11,2020
VGG,19,67,2017
VGG,19,10,2019
VGG,33,0,2021
VGG,32,0,2021
VGG,40,2,2022
VGG,12,1,2019
VGG,27,0,2022
VGG,15,0,2020
VGG,14,0,2022
VGG,10,1,2021
VGG,24,1,2021
VGG,18,0,2022
VGG,23,31,2019
VGG,38,4,2021
VGG,36,0,2022
VGG,35,1,2021
VGG,55,0,2022
VGG,9,1,2020
VGG,15,0,2020
VGG,46,0,2021
VGG,29,0,2022
VGG,15,5,2020
VGG,40,65,2019
VGG,18,0,2020
VGG,16,0,2021
VGG,13,3,2018
VGG,12,0,2021
VGG,31,1,2022
VGG,35,0,2022
VGG,38,6,2021
VGG,24,0,2021
VGG,50,41,2019
VGG,16,0,2020
VGG,14,0,2022
VGG,47,18,2021
VGG,18,11,2017
VGG,22,0,2022
VGG,26,7,2017
VGG,57,19,2020
VGG,10,43,2017
VGG,49,28,2020
VGG,44,1,2020
VGG,22,2,2017
VGG,23,0,2022
VGG,45,2,2022
VGG,45,8,2022
VGG,24,3,2020
VGG,37,18,2016
VGG,48,4,2020
VGG,57,0,2022
VGG,16,0,2022
VGG,21,3,2020
VGG,32,1,2022
VGG,42,9,2021
VGG,27,0,2022
VGG,10,3,2019
VGG,17,0,2019
VGG,37,5,2021
VGG,14,0,2020
VGG,42,0,2021
VGG,14,1,2021
VGG,40,0,2021
VGG,36,19,2021
VGG,39,0,2019
VGG,36,2,2022
VGG,29,2,2020
VGG,19,21,2017
VGG,18,5,2021
VGG,28,0,2021
VGG,30,3,2020
VGG,38,9,2019
VGG,2,49,2007
VGG,40,0,2020
VGG,21,1,2019
VGG,41,0,2022
VGG,38,4,2021
VGG,46,7,2021
VGG,33,0,2022
VGG,45,4,2021
VGG,5,2,2018
VGG,13,7,2017
VGG,31,0,2022
VGG,7,2,2018
VGG,21,1,2021
VGG,25,5,2021
VGG,60,0,2022
VGG,42,0,2022
VGG,18,1,2020
VGG,17,5,2019
VGG,6,0,2021
VGG,9,0,2022
VGG,48,1,2019
VGG,11,1,2019
VGG,14,6,2020
VGG,45,9,2020
VGG,57,12,2021
VGG,17,2,2020
VGG,30,5,2021
VGG,38,10,2020
VGG,19,1,2018
VGG,24,0,2022
VGG,47,0,2022
VGG,20,2,2018
VGG,36,25,2017
VGG,64,11,2018
VGG,53,0,2022
VGG,39,7,2019
VGG,45,6,2021
VGG,41,6,2021
VGG,11,0,2021
VGG,33,2,2022
VGG,16,0,2017
VGG,19,1,2022
VGG,29,0,2022
VGG,50,13,2020
VGG,54,1,2022
VGG,53,12,2021
VGG,8,0,2019
VGG,32,0,2022
VGG,54,0,2021
VGG,24,14,2020
VGG,22,0,2022
VGG,31,0,2021
VGG,23,0,2022
VGG,29,0,2021
VGG,18,4,2020
VGG,23,0,2022
VGG,24,3,2019
VGG,23,0,2021
VGG,17,0,2018
VGG,16,1,2021
VGG,55,5,2020
VGG,12,0,2022
VGG,13,22,2017
VGG,17,8,2020
VGG,30,12,2021
VGG,30,0,2022
VGG,62,11,2021
VGG,38,40,2020
VGG,40,0,2019
VGG,27,1,2017
VGG,21,0,2019
VGG,22,6,2020
VGG,27,16,2020
VGG,15,3,2020
VGG,54,2,2021
VGG,25,0,2021
VGG,46,3,2019
VGG,27,0,2021
VGG,58,10,2019
VGG,18,0,2022
VGG,67,10,2018
VGG,53,3,2018
VGG,26,0,2022
